"Notes","State","State Code","Year","Year Code",Deaths,Population,Crude Rate,Age Adjusted Rate
,"South Carolina","45","2020","2020",528,5218040,10.1,10.9
"Total","South Carolina","45",,,3652,53968153,6.8,7.1
,"South Dakota","46","2015","2015",15,858469,Unreliable,Unreliable
,"South Dakota","46","2016","2016",14,865454,Unreliable,Unreliable
,"South Dakota","46","2017","2017",11,869666,Unreliable,Unreliable
,"South Dakota","46","2018","2018",16,882235,Unreliable,Unreliable
,"South Dakota","46","2019","2019",11,884659,Unreliable,Unreliable
,"South Dakota","46","2020","2020",26,892717,2.9,3.3
"Total","South Dakota","46",,,120,9422868,1.3,1.4
,"Tennessee","47","2010","2010",293,6346105,4.6,4.7
,"Tennessee","47","2011","2011",309,6403353,4.8,5.0
,"Tennessee","47","2012","2012",327,6456243,5.1,5.2
,"Tennessee","47","2013","2013",309,6495978,4.8,4.9
,"Tennessee","47","2014","2014",315,6549352,4.8,5.0
,"Tennessee","47","2015","2015",361,6600299,5.5,5.7
,"Tennessee","47","2016","2016",434,6651194,6.5,6.8
,"Tennessee","47","2017","2017",467,6715984,7.0,7.4
,"Tennessee","47","2018","2018",504,6770010,7.4,7.8
,"Tennessee","47","2019","2019",474,6829174,6.9,7.4
,"Tennessee","47","2020","2020",652,6886834,9.5,10.0
"Total","Tennessee","47",,,4445,72704526,6.1,6.4
,"Texas","48","2010","2010",913,25145561,3.6,3.6
,"Texas","48","2011","2011",812,25674681,3.2,3.1
,"Texas","48","2012","2012",894,26059203,3.4,3.4
,"Texas","48","2013","2013",912,26448193,3.4,3.5
,"Texas","48","2014","2014",965,26956958,3.6,3.6
,"Texas","48","2015","2015",1110,27469114,4.0,4.0
,"Texas","48","2016","2016",1222,27862596,4.4,4.4
,"Texas","48","2017","2017",1254,28304596,4.4,4.4
,"Texas","48","2018","2018",1145,28701845,4.0,4.0
,"Texas","48","2019","2019",1282,28995881,4.4,4.4
,"Texas","48","2020","2020",1734,29360759,5.9,6.0
"Total","Texas","48",,,12243,300979387,4.1,4.1
,"Utah","49","2010","2010",27,2763885,1.0,1.0
,"Utah","49","2011","2011",27,2817222,1.0,1.0
,"Utah","49","2012","2012",28,2855287,1.0,1.0
,"Utah","49","2013","2013",33,2900872,1.1,1.2
,"Utah","49","2014","2014",36,2942902,1.2,1.2
,"Utah","49","2015","2015",41,2995919,1.4,1.3
,"Utah","49","2016","2016",48,3051217,1.6,1.5
,"Utah","49","2017","2017",53,3101833,1.7,1.7
,"Utah","49","2018","2018",34,3161105,1.1,1.1
,"Utah","49","2019","2019",51,3205958,1.6,1.6
,"Utah","49","2020","2020",75,3249879,2.3,2.3
"Total","Utah","49",,,453,33046079,1.4,1.4
,"Vermont","50","2015","2015",11,626042,Unreliable,Unreliable
,"Vermont","50","2018","2018",10,626299,Unreliable,Unreliable
"Total","Vermont","50",,,70,6879303,1.0,1.1
,"Virginia","51","2010","2010",271,8001024,3.4,3.4
,"Virginia","51","2011","2011",231,8096604,2.9,2.9
,"Virginia","51","2012","2012",224,8185867,2.7,2.7
,"Virginia","51","2013","2013",233,8260405,2.8,2.8
,"Virginia","51","2014","2014",235,8326289,2.8,2.8
,"Virginia","51","2015","2015",276,8382993,3.3,3.3
,"Virginia","51","2016","2016",353,8411808,4.2,4.3
,"Virginia","51","2017","2017",345,8470020,4.1,4.1
,"Virginia","51","2018","2018",334,8517685,3.9,4.1
,"Virginia","51","2019","2019",342,8535519,4.0,4.2
,"Virginia","51","2020","2020",440,8590563,5.1,5.3
"Total","Virginia","51",,,3284,91778777,3.6,3.6
,"Washington","53","2010","2010",114,6724540,1.7,1.7
,"Washington","53","2011","2011",88,6830038,1.3,1.3
,"Washington","53","2012","2012",127,6897012,1.8,1.9
,"Washington","53","2013","2013",116,6971406,1.7,1.7
,"Washington","53","2014","2014",120,7061530,1.7,1.8
,"Washington","53","2015","2015",162,7170351,2.3,2.3
,"Washington","53","2016","2016",146,7288000,2.0,2.0
,"Washington","53","2017","2017",165,7405743,2.2,2.3
,"Washington","53","2018","2018",173,7535591,2.3,2.4
,"Washington","53","2019","2019",165,7614893,2.2,2.2
,"Washington","53","2020","2020",211,7693612,2.7,2.8
"Total","Washington","53",,,1587,79192716,2.0,2.0
,"West Virginia","54","2010","2010",47,1852994,2.5,2.7
,"West Virginia","54","2011","2011",61,1855364,3.3,3.5
,"West Virginia","54","2012","2012",66,1855413,3.6,4.0
,"West Virginia","54","2013","2013",43,1854304,2.3,2.4
,"West Virginia","54","2014","2014",58,1850326,3.1,3.4
,"West Virginia","54","2015","2015",50,1844128,2.7,2.9
,"West Virginia","54","2016","2016",78,1831102,4.3,4.6
,"West Virginia","54","2017","2017",69,1815857,3.8,4.1
,"West Virginia","54","2018","2018",66,1805832,3.7,4.1
,"West Virginia","54","2019","2019",76,1792147,4.2,4.9
,"West Virginia","54","2020","2020",87,1784787,4.9,5.5
"Total","West Virginia","54",,,701,20142254,3.5,3.8
,"Wisconsin","55","2010","2010",106,5686986,1.9,1.9
,"Wisconsin","55","2011","2011",86,5711767,1.5,1.6
,"Wisconsin","55","2012","2012",126,5726398,2.2,2.4
,"Wisconsin","55","2013","2013",115,5742713,2.0,2.1
,"Wisconsin","55","2014","2014",121,5757564,2.1,2.2
,"Wisconsin","55","2015","2015",175,5771337,3.0,3.2
,"Wisconsin","55","2016","2016",188,5778708,3.3,3.5
,"Wisconsin","55","2017","2017",159,5795483,2.7,2.9
,"Wisconsin","55","2018","2018",153,5813568,2.6,2.9
,"Wisconsin","55","2019","2019",153,5822434,2.6,2.8
,"Wisconsin","55","2020","2020",253,5832655,4.3,4.6
"Total","Wisconsin","55",,,1635,63439613,2.6,2.7
,"Wyoming","56","2011","2011",12,568158,Unreliable,Unreliable
,"Wyoming","56","2015","2015",13,586107,Unreliable,Unreliable
,"Wyoming","56","2016","2016",11,585501,Unreliable,Unreliable
,"Wyoming","56","2018","2018",13,577737,Unreliable,Unreliable
,"Wyoming","56","2019","2019",16,578759,Unreliable,Unreliable
,"Wyoming","56","2020","2020",18,582328,Unreliable,Unreliable
"Total","Wyoming","56",,,119,6364754,1.9,2.0
"Total",,,,,145649,3524393981,4.1,4.3
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"ICD-10 Codes: X93 (Assault by handgun discharge); X94 (Assault by rifle, shotgun and larger firearm discharge); X95 (Assault by"
"other and unspecified firearm discharge)"
"Year/Month: 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019; 2020"
"Group By: State; Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Mar 7, 2026 6:41:28 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Mar 7, 2026 6:41:28 PM"
"---"
Messages:
"1. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"4. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population."
"5. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates."
"6. Deaths for persons of unknown age are included in counts and crude rates, but are not included in age-adjusted rates."
"7. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"8. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
"9. On March 11, 2021, the 2019 mortality data on CDC WONDER was updated with the 2019 mortality data updated by NCHS on March 4,"
"2021 to include corrected information for residents of Texas affecting 5 records previously coded to cause code *U01.4,"
"Terrorism involving firearms (homicide). The underlying and multiple cause of death codes for 5 records were corrected in the"
"2019 data. Underlying and multiple cause of death codes for those 5 records were recoded to Assault (homicide) by other and"
"unspecified firearm discharge, ICD-10 code X95. The corrected final death records replaces the data released on December 22,"
"2020."
"10. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes."
